,date,times,end,vols,amounts
0,20160215,905,22960,448150,10334800000
1,20160215,910,22900,123900,2839190000
2,20160215,915,22980,121000,2778340000
3,20160215,920,22960,74000,1700540000
4,20160215,925,22980,161100,3701210000
5,20160215,930,22940,96100,2207730000
6,20160215,935,22920,110250,2527430000
7,20160215,940,22940,140850,3227910000
8,20160215,945,22920,61100,1401620000
9,20160215,950,22980,62200,1427450000
10,20160215,955,22980,84100,1932850000
11,20160215,1000,22980,122150,2806750000
12,20160215,1005,23000,132750,3051300000
13,20160215,1010,22980,104150,2394310000
14,20160215,1015,22980,121850,2801610000
15,20160215,1020,23120,331000,7627720000
16,20160215,1025,23080,266900,6182550000
17,20160215,1030,23080,84400,1949590000
18,20160215,1035,23080,135300,3125640000
19,20160215,1040,23100,91300,2108540000
20,20160215,1045,23100,97250,2246430000
21,20160215,1050,23060,71650,1653780000
22,20160215,1055,23060,105600,2435000000
23,20160215,1100,23020,71800,1654320000
24,20160215,1105,23020,54650,1257530000
25,20160215,1110,22980,76950,1770150000
26,20160215,1115,23040,214300,4936340000
27,20160215,1120,23040,50550,1165080000
28,20160215,1125,23020,67850,1563430000
29,20160215,1130,23020,82750,1905990000
30,20160215,1135,23040,129450,2982100000
31,20160215,1140,23020,120900,2783820000
32,20160215,1145,23000,79850,1838620000
33,20160215,1150,23000,74450,1712430000
34,20160215,1155,23040,130950,3012630000
35,20160215,1200,23020,71300,1642110000
36,20160215,1205,23020,61500,1416010000
37,20160215,1210,23020,73950,1701840000
38,20160215,1215,23000,68850,1583960000
39,20160215,1220,23000,85450,1965480000
40,20160215,1225,22980,65600,1507980000
41,20160215,1230,22980,81100,1863010000
42,20160215,1235,22980,193400,4446990000
43,20160215,1240,23020,102200,2350810000
44,20160215,1245,23000,133750,3079240000
45,20160215,1250,23060,105800,2436420000
46,20160215,1255,22980,97150,2234740000
47,20160215,1300,22980,68700,1578330000
48,20160215,1305,23000,87250,2006280000
49,20160215,1310,22980,114850,2641630000
50,20160215,1315,23000,81650,1878020000
51,20160215,1320,23020,44300,1019090000
52,20160215,1325,23000,77750,1788790000
53,20160215,1330,23040,98900,2277140000
54,20160215,1335,23040,138400,3189180000
55,20160215,1340,23020,84200,1939120000
56,20160215,1345,23020,66700,1535750000
57,20160215,1350,23020,60650,1395680000
58,20160215,1355,23040,244000,5622280000
59,20160215,1400,23020,85300,1965250000
60,20160215,1405,23040,88550,2041760000
61,20160215,1410,23040,85800,1977600000
62,20160215,1415,23080,157850,3641000000
63,20160215,1420,23060,216600,4998790000
64,20160215,1425,23080,222100,5126810000
65,20160215,1430,23120,190000,4385270000
66,20160215,1435,23080,167500,3867960000
67,20160215,1440,23100,201950,4664400000
68,20160215,1445,23080,234650,5415170000
69,20160215,1450,23080,384900,8884190000
70,20160215,1500,23080,495800,11443060000
71,20160216,905,23200,241250,5613230000
72,20160216,910,23220,52550,1219210000
73,20160216,915,23240,14450,335690000
