,date,times,start,high:,low,end,vols
0,20190924,905,49050,49250,49050,49150,369375
1,20190924,910,49150,49300,49150,49300,103069
2,20190924,915,49250,49300,49250,49250,96293
3,20190924,920,49300,49300,49150,49150,145912
4,20190924,925,49200,49200,49050,49100,116847
5,20190924,930,49050,49100,48850,48850,188185
6,20190924,935,48900,49000,48850,48950,151622
7,20190924,940,48950,49000,48850,48850,103075
8,20190924,945,48850,49000,48850,48950,113200
9,20190924,950,48950,49000,48900,49000,57554
10,20190924,955,48950,49000,48950,48950,64632
11,20190924,1000,48950,49000,48950,48950,25827
12,20190924,1005,48950,49050,48950,49000,114164
13,20190924,1010,49050,49100,49000,49100,70467
14,20190924,1015,49050,49100,49050,49100,32569
15,20190924,1020,49100,49150,49050,49150,81066
16,20190924,1025,49100,49200,49100,49150,49648
17,20190924,1030,49150,49150,49100,49150,64283
18,20190924,1035,49150,49200,49000,49050,107318
19,20190924,1040,49050,49050,49000,49000,15619
20,20190924,1045,49000,49050,48950,49000,66571
21,20190924,1050,49000,49000,48950,48950,21035
22,20190924,1055,48950,49000,48950,49000,41015
23,20190924,1100,48950,49000,48950,48950,38768
24,20190924,1105,49000,49000,48950,48950,22832
25,20190924,1110,48950,49050,48950,49050,113132
26,20190924,1115,49050,49100,49000,49050,87947
27,20190924,1120,49050,49100,49000,49000,79465
28,20190924,1125,49000,49050,49000,49000,32253
29,20190924,1130,49000,49100,49000,49050,86669
30,20190924,1135,49050,49100,49050,49100,31284
31,20190924,1140,49100,49150,49050,49150,111324
32,20190924,1145,49100,49150,49050,49100,75534
33,20190924,1150,49100,49150,49050,49100,40163
34,20190924,1155,49100,49150,49050,49050,62650
35,20190924,1200,49050,49200,49050,49150,97761
36,20190924,1205,49150,49200,49150,49150,33873
37,20190924,1210,49200,49200,49100,49150,81470
38,20190924,1215,49150,49150,49100,49150,50530
39,20190924,1220,49150,49200,49100,49150,95436
40,20190924,1225,49200,49200,49150,49200,43148
41,20190924,1230,49200,49250,49150,49250,73726
42,20190924,1235,49250,49250,49100,49200,142605
43,20190924,1240,49200,49300,49200,49250,83172
44,20190924,1245,49200,49250,49200,49250,28020
45,20190924,1250,49250,49250,49200,49200,33325
46,20190924,1255,49200,49250,49150,49250,65699
47,20190924,1300,49250,49250,49200,49250,60366
48,20190924,1305,49250,49250,49200,49200,42228
49,20190924,1310,49250,49250,49200,49200,22825
50,20190924,1315,49200,49250,49200,49200,21833
51,20190924,1320,49250,49250,49200,49200,26292
52,20190924,1325,49250,49250,49200,49250,24135
53,20190924,1330,49250,49300,49200,49250,94660
54,20190924,1335,49250,49300,49200,49200,74820
55,20190924,1340,49200,49300,49200,49250,80652
56,20190924,1345,49250,49300,49200,49200,85179
57,20190924,1350,49200,49250,49200,49250,27465
58,20190924,1355,49200,49300,49200,49300,67942
59,20190924,1400,49250,49350,49250,49350,164081
60,20190924,1405,49350,49350,49250,49300,86527
61,20190924,1410,49250,49350,49250,49300,75767
62,20190924,1415,49300,49350,49300,49300,29490
63,20190924,1420,49350,49350,49300,49350,42168
64,20190924,1425,49300,49400,49300,49400,121967
65,20190924,1430,49350,49400,49300,49350,98293
66,20190924,1435,49350,49500,49350,49400,285048
67,20190924,1440,49450,49500,49400,49450,53579
68,20190924,1445,49450,49500,49400,49400,141221
69,20190924,1450,49400,49500,49400,49450,102144
70,20190924,1455,49450,49550,49450,49500,302386
71,20190924,1500,49500,49550,49500,49550,70092
72,20190924,1505,49500,49550,49450,49500,165891
73,20190924,1510,49500,49600,49500,49550,194237
74,20190924,1515,49550,49650,49500,49550,312221
75,20190924,1520,49550,49600,49500,49500,103990
76,20190924,1530,49500,49500,49500,49500,1054031
77,20190925,905,49200,49350,49100,49300,1061268
78,20190925,910,49300,49300,49000,49050,391312
79,20190925,915,49000,49150,48950,49150,217890
80,20190925,920,49150,49150,49050,49150,121136
81,20190925,925,49100,49150,49050,49050,123562
82,20190925,930,49050,49100,49000,49000,177276
83,20190925,935,49000,49100,49000,49050,109801
84,20190925,940,49050,49100,49000,49000,101997
85,20190925,945,49000,49100,49000,49050,68833
86,20190925,950,49050,49100,49050,49050,98774
87,20190925,955,49050,49150,49050,49150,166718
88,20190925,1000,49100,49150,49050,49050,222267
89,20190925,1005,49050,49100,49050,49050,66183
90,20190925,1010,49050,49100,49000,49000,117753
91,20190925,1015,49000,49050,49000,49050,32559
92,20190925,1020,49050,49150,49000,49100,209746
93,20190925,1025,49100,49150,49100,49100,23423
94,20190925,1030,49100,49150,49100,49100,21372
95,20190925,1035,49100,49150,49100,49100,19123
96,20190925,1040,49100,49150,49000,49000,193841
97,20190925,1045,49000,49100,49000,49050,94051
98,20190925,1050,49050,49150,49050,49150,159303
99,20190925,1055,49100,49150,49000,49000,168906
100,20190925,1100,49000,49050,49000,49000,40999
101,20190925,1105,49000,49050,49000,49000,43856
102,20190925,1110,49000,49050,49000,49000,19300
103,20190925,1115,49000,49100,49000,49000,126559
104,20190925,1120,49000,49100,49000,49050,86313
105,20190925,1125,49000,49100,49000,49050,66420
106,20190925,1130,49050,49100,49000,49050,79758
107,20190925,1135,49050,49150,49050,49050,168966
108,20190925,1140,49050,49100,49000,49000,107790
109,20190925,1145,49000,49150,49000,49150,56941
110,20190925,1150,49100,49150,49100,49100,21378
111,20190925,1155,49100,49150,49100,49100,25216
112,20190925,1200,49100,49150,49100,49100,30259
113,20190925,1205,49100,49150,49100,49100,39308
114,20190925,1210,49100,49150,49100,49100,44343
115,20190925,1215,49150,49150,49100,49100,18937
116,20190925,1220,49100,49150,49100,49100,37239
117,20190925,1225,49100,49150,49100,49100,23496
118,20190925,1230,49100,49150,49100,49100,34371
119,20190925,1235,49100,49150,49100,49100,34173
120,20190925,1240,49100,49150,49050,49050,103419
121,20190925,1245,49050,49100,49050,49050,51751
122,20190925,1250,49050,49150,49050,49100,93819
123,20190925,1255,49100,49150,49100,49100,23924
124,20190925,1300,49150,49150,49050,49050,115169
125,20190925,1305,49100,49150,49050,49100,81488
126,20190925,1310,49100,49150,49050,49050,105277
127,20190925,1315,49050,49100,49050,49050,89477
128,20190925,1320,49050,49100,49000,49050,130665
129,20190925,1325,49050,49100,49050,49050,20343
130,20190925,1330,49050,49100,49050,49050,34744
131,20190925,1335,49050,49150,49050,49150,127392
132,20190925,1340,49100,49150,49100,49100,43849
133,20190925,1345,49150,49150,49050,49050,92693
134,20190925,1350,49050,49100,49050,49050,23538
135,20190925,1355,49050,49100,49000,49000,153493
136,20190925,1400,49050,49100,49000,49100,105964
137,20190925,1405,49050,49100,49000,49050,123193
138,20190925,1410,49050,49100,49050,49050,41800
