,date,times,end,vols,amounts
0,20160222,905,23680,2125650,50586140000
1,20160222,910,23760,57500,1363560000
2,20160222,915,23780,230400,5482400000
3,20160222,920,23780,55850,1328390000
4,20160222,925,23700,155400,3678180000
5,20160222,930,23640,74800,1769260000
6,20160222,935,23600,154500,3643230000
7,20160222,940,23600,54000,1274830000
8,20160222,945,23520,82450,1945780000
9,20160222,950,23560,44100,1038210000
10,20160222,955,23560,51800,1221540000
11,20160222,1000,23520,90850,2139320000
12,20160222,1005,23480,72800,1710450000
13,20160222,1010,23480,172400,4052650000
14,20160222,1015,23580,103000,2427020000
15,20160222,1020,23620,41850,986850000
16,20160222,1025,23640,70650,1666810000
17,20160222,1030,23580,109450,2583920000
18,20160222,1035,23640,35400,836610000
19,20160222,1040,23600,74450,1758540000
20,20160222,1045,23620,76750,1812630000
21,20160222,1050,23620,51150,1208110000
22,20160222,1055,23580,44400,1048380000
23,20160222,1100,23580,50250,1184900000
24,20160222,1105,23540,105550,2487670000
25,20160222,1110,23520,97900,2304530000
26,20160222,1115,23520,104300,2452650000
27,20160222,1120,23460,75550,1774460000
28,20160222,1125,23460,147100,3450120000
29,20160222,1130,23440,265800,6220910000
30,20160222,1135,23440,70750,1658200000
31,20160222,1140,23420,59200,1387800000
32,20160222,1145,23380,85500,2001400000
33,20160222,1150,23360,67400,1575950000
34,20160222,1155,23380,191100,4462760000
35,20160222,1200,23380,51300,1199420000
36,20160222,1205,23440,80000,1871230000
37,20160222,1210,23420,56800,1330880000
38,20160222,1215,23400,55600,1302240000
39,20160222,1220,23380,36050,843270000
40,20160222,1225,23360,81750,1910870000
41,20160222,1230,23420,105250,2459410000
42,20160222,1235,23460,57050,1337310000
43,20160222,1240,23440,54750,1283700000
44,20160222,1245,23460,69400,1625840000
45,20160222,1250,23420,60300,1413820000
46,20160222,1255,23420,54800,1283430000
47,20160222,1300,23400,55900,1308240000
48,20160222,1305,23400,72100,1687490000
49,20160222,1310,23400,54850,1284540000
50,20160222,1315,23420,70050,1640230000
51,20160222,1320,23440,81900,1918610000
52,20160222,1325,23460,59000,1383590000
53,20160222,1330,23480,66600,1563980000
54,20160222,1335,23480,68450,1607150000
55,20160222,1340,23440,64250,1507260000
56,20160222,1345,23420,46350,1085980000
57,20160222,1350,23400,83150,1946410000
58,20160222,1355,23380,82800,1936660000
59,20160222,1400,23460,121250,2838590000
60,20160222,1405,23480,84550,1982550000
61,20160222,1410,23460,47000,1103060000
62,20160222,1415,23440,75750,1776490000
63,20160222,1420,23420,83200,1949940000
64,20160222,1425,23420,259650,6076590000
65,20160222,1430,23440,130600,3059060000
66,20160222,1435,23400,104350,2445290000
67,20160222,1440,23420,102100,2389190000
68,20160222,1445,23380,134200,3138490000
69,20160222,1450,23420,149100,3487650000
70,20160222,1500,23500,533700,12541950000
71,20160223,905,23600,494900,11681280000
72,20160223,910,23580,75300,1775460000
73,20160223,915,23620,97300,2296640000
74,20160223,920,23620,114350,2705570000
75,20160223,925,23620,27950,660310000
76,20160223,930,23620,66650,1574450000
77,20160223,935,23620,62750,1482480000
78,20160223,940,23720,217050,5145230000
79,20160223,945,23680,124750,2957320000
80,20160223,950,23680,45650,1080560000
81,20160223,955,23640,53150,1257600000
82,20160223,1000,23640,62500,1477620000
83,20160223,1005,23600,85950,2029550000
84,20160223,1010,23600,76200,1798600000
85,20160223,1015,23640,76550,1808550000
86,20160223,1020,23620,41750,986140000
87,20160223,1025,23600,55400,1308290000
88,20160223,1030,23660,108850,2571630000
89,20160223,1035,23620,74600,1764470000
90,20160223,1040,23620,111300,2628770000
91,20160223,1045,23600,60900,1437350000
92,20160223,1050,23540,96150,2266900000
93,20160223,1055,23560,66850,1573840000
94,20160223,1100,23520,131200,3086840000
95,20160223,1105,23580,137400,3239630000
96,20160223,1110,23580,38450,906980000
97,20160223,1115,23620,97600,2301790000
98,20160223,1120,23620,49200,1161960000
99,20160223,1125,23600,53400,1261370000
100,20160223,1130,23580,58450,1378980000
101,20160223,1135,23560,73050,1722140000
102,20160223,1140,23560,46150,1087670000
103,20160223,1145,23600,124950,2948820000
104,20160223,1150,23600,47000,1109280000
105,20160223,1155,23620,107050,2526790000
106,20160223,1200,23580,67650,1597650000
107,20160223,1205,23560,36500,860280000
108,20160223,1210,23580,56700,1336830000
109,20160223,1215,23600,36300,856190000
110,20160223,1220,23600,82950,1958150000
111,20160223,1225,23600,94250,2226100000
112,20160223,1230,23560,34350,810340000
113,20160223,1235,23560,32100,756520000
114,20160223,1240,23540,36650,863450000
115,20160223,1245,23560,57200,1347910000
116,20160223,1250,23560,25200,594060000
117,20160223,1255,23560,35700,841500000
118,20160223,1300,23580,77550,1828370000
119,20160223,1305,23600,85200,2011710000
120,20160223,1310,23580,24250,572120000
121,20160223,1315,23560,24850,585810000
122,20160223,1320,23580,68100,1604340000
123,20160223,1325,23600,142850,3373160000
124,20160223,1330,23600,145850,3445580000
125,20160223,1335,23600,90850,2145440000
126,20160223,1340,23560,137050,3238360000
127,20160223,1345,23620,550750,13006150000
128,20160223,1350,23580,193800,4577410000
129,20160223,1355,23580,304750,7195010000
130,20160223,1400,23600,46950,1107690000
131,20160223,1405,23600,141800,3347170000
132,20160223,1410,23580,61350,1447610000
133,20160223,1415,23580,40600,957350000
134,20160223,1420,23560,104900,2470740000
135,20160223,1425,23520,111050,2613990000
136,20160223,1430,23500,146650,3445390000
137,20160223,1435,23560,120600,2839020000
138,20160223,1440,23540,132150,3113670000
139,20160223,1445,23520,146500,3447710000
140,20160223,1450,23540,109350,2574340000
141,20160223,1500,23620,522350,12337910000
142,20160224,905,23500,1792200,42213830000
143,20160224,910,23500,74600,1754460000
144,20160224,915,23580,36950,869420000
145,20160224,920,23500,88950,2093090000
146,20160224,925,23460,89850,2109680000
147,20160224,930,23500,68450,1607010000
148,20160224,935,23520,35000,823090000
149,20160224,940,23480,88750,2085870000
150,20160224,945,23480,40200,943530000
151,20160224,950,23500,57500,1350790000
152,20160224,955,23500,44350,1042640000
153,20160224,1000,23500,117400,2761050000
154,20160224,1005,23520,69000,1622230000
155,20160224,1010,23480,74650,1754100000
156,20160224,1015,23460,28750,674770000
157,20160224,1020,23520,44050,1034940000
158,20160224,1025,23500,47550,1117920000
159,20160224,1030,23520,40500,952110000
160,20160224,1035,23480,58550,1375760000
161,20160224,1040,23500,48600,1141500000
162,20160224,1045,23480,37250,874820000
163,20160224,1050,23480,66550,1563380000
164,20160224,1055,23500,97950,2302340000
165,20160224,1100,23500,172100,4047460000
166,20160224,1105,23500,46550,1094390000
167,20160224,1110,23500,70900,1666550000
168,20160224,1115,23500,40600,953460000
169,20160224,1120,23500,51350,1206340000
170,20160224,1125,23500,61850,1453170000
171,20160224,1130,23520,57150,1343780000
172,20160224,1135,23480,62050,1458520000
173,20160224,1140,23480,39650,931380000
174,20160224,1145,23480,28550,670660000
175,20160224,1150,23500,50600,1189430000
176,20160224,1155,23480,75200,1767640000
177,20160224,1200,23460,31800,746420000
178,20160224,1205,23500,43200,1014780000
179,20160224,1210,23480,55100,1294790000
180,20160224,1215,23480,41600,976810000
181,20160224,1220,23460,45750,1074050000
182,20160224,1225,23460,45950,1078290000
183,20160224,1230,23500,62800,1474910000
184,20160224,1235,23480,75650,1777990000
185,20160224,1240,23480,36900,866870000
186,20160224,1245,23480,75100,1764690000
187,20160224,1250,23480,33850,795200000
188,20160224,1255,23500,116400,2736370000
189,20160224,1300,23500,33150,779090000
190,20160224,1305,23500,56100,1318060000
191,20160224,1310,23460,32000,751160000
192,20160224,1315,23460,39050,916490000
193,20160224,1320,23480,48100,1129000000
194,20160224,1325,23460,41200,967100000
195,20160224,1330,23480,31150,730910000
196,20160224,1335,23460,55500,1302520000
197,20160224,1340,23460,35400,830810000
198,20160224,1345,23460,43800,1027930000
199,20160224,1350,23420,105500,2474130000
200,20160224,1355,23420,52300,1225210000
201,20160224,1400,23420,64000,1499420000
202,20160224,1405,23400,57800,1353680000
203,20160224,1410,23420,79200,1854350000
204,20160224,1415,23420,82600,1934760000
205,20160224,1420,23400,60100,1407910000
206,20160224,1425,23340,186300,4355090000
207,20160224,1430,23320,120300,2807750000
208,20160224,1435,23300,84600,1971990000
209,20160224,1440,23300,76300,1777930000
210,20160224,1445,23240,248950,5792070000
211,20160224,1450,23340,92700,2159700000
212,20160224,1500,23440,726800,17036190000
213,20160225,905,23480,366600,8602410000
214,20160225,910,23500,71100,1671050000
215,20160225,915,23500,40950,962390000
216,20160225,920,23520,125550,2953930000
217,20160225,925,23560,69150,1627440000
218,20160225,930,23580,62000,1461440000
219,20160225,935,23680,130750,3093200000
220,20160225,940,23700,80650,1911260000
221,20160225,945,23700,67650,1603820000
222,20160225,950,23620,67200,1591310000
223,20160225,955,23640,159700,3773890000
224,20160225,1000,23640,55500,1312470000
225,20160225,1005,23620,114950,2714990000
226,20160225,1010,23580,39750,938050000
227,20160225,1015,23580,36300,856250000
228,20160225,1020,23620,94450,2229880000
229,20160225,1025,23580,87550,2067730000
230,20160225,1030,23580,46450,1094960000
231,20160225,1035,23580,30700,723650000
232,20160225,1040,23560,30600,721070000
233,20160225,1045,23600,67100,1582810000
234,20160225,1050,23600,34200,806760000
235,20160225,1055,23580,31300,738310000
236,20160225,1100,23580,40900,964710000
237,20160225,1105,23600,30250,713440000
238,20160225,1110,23580,68250,1610340000
239,20160225,1115,23620,154050,3636600000
240,20160225,1120,23580,52150,1230600000
241,20160225,1125,23580,28750,678250000
242,20160225,1130,23600,40850,963680000
243,20160225,1135,23600,72350,1707320000
244,20160225,1140,23580,33950,800750000
245,20160225,1145,23600,218500,5160070000
246,20160225,1150,23580,36350,857670000
247,20160225,1155,23580,30350,716110000
248,20160225,1200,23600,66550,1570720000
249,20160225,1205,23600,58650,1383380000
250,20160225,1210,23600,91150,2151010000
251,20160225,1215,23580,47650,1124190000
252,20160225,1220,23580,22850,538880000
253,20160225,1225,23580,45250,1067700000
254,20160225,1230,23600,35750,843360000
255,20160225,1235,23560,102000,2404380000
256,20160225,1240,23540,45500,1072320000
257,20160225,1245,23540,49400,1163930000
258,20160225,1250,23600,202250,4771530000
259,20160225,1255,23660,164050,3878110000
260,20160225,1300,23580,190050,4488070000
261,20160225,1305,23620,123650,2921580000
262,20160225,1310,23600,135100,3189890000
263,20160225,1315,23580,97700,2306060000
264,20160225,1320,23620,129000,3044220000
265,20160225,1325,23580,80800,1906760000
266,20160225,1330,23600,104450,2464790000
267,20160225,1335,23580,164250,3874360000
268,20160225,1340,23580,110500,2608080000
269,20160225,1345,23620,131950,3116020000
270,20160225,1350,23640,160000,3778020000
271,20160225,1355,23680,40900,967930000
272,20160225,1400,23680,130650,3095060000
273,20160225,1405,23680,70800,1677090000
274,20160225,1410,23640,96750,2288980000
275,20160225,1415,23620,80000,1891300000
276,20160225,1420,23600,77100,1820550000
277,20160225,1425,23620,62050,1464980000
278,20160225,1430,23580,64950,1532030000
279,20160225,1435,23580,54150,1276980000
280,20160225,1440,23600,83150,1961330000
281,20160225,1445,23580,104350,2461430000
282,20160225,1450,23560,102500,2415530000
283,20160225,1500,23580,390750,9213880000
284,20160226,905,23620,637600,15063680000
285,20160226,910,23700,76100,1801250000
286,20160226,915,23660,115800,2739490000
287,20160226,920,23620,76600,1812930000
288,20160226,925,23600,215350,5083100000
289,20160226,930,23620,210350,4965060000
290,20160226,935,23580,116500,2749090000
291,20160226,940,23600,245400,5788740000
292,20160226,945,23600,194800,4595910000
293,20160226,950,23580,271750,6412500000
294,20160226,955,23600,250400,5907810000
295,20160226,1000,23580,34200,806830000
296,20160226,1005,23580,173750,4100310000
297,20160226,1010,23580,27150,640540000
298,20160226,1015,23580,163450,3855200000
299,20160226,1020,23600,1090800,25718070000
300,20160226,1025,23580,95300,2247290000
301,20160226,1030,23580,104050,2453390000
302,20160226,1035,23560,120150,2832970000
303,20160226,1040,23580,47500,1120530000
304,20160226,1045,23560,45800,1079840000
305,20160226,1050,23520,71500,1682920000
306,20160226,1055,23580,40800,960960000
307,20160226,1100,23580,53400,1259380000
308,20160226,1105,23560,52150,1229220000
309,20160226,1110,23560,33350,785870000
310,20160226,1115,23560,43300,1020460000
311,20160226,1120,23560,62650,1477050000
312,20160226,1125,23580,26550,625580000
313,20160226,1130,23560,45200,1065400000
314,20160226,1135,23580,89550,2111170000
315,20160226,1140,23580,61700,1455250000
316,20160226,1145,23560,49250,1160380000
317,20160226,1150,23580,63800,1504190000
318,20160226,1155,23580,49800,1174610000
319,20160226,1200,23540,62050,1461570000
320,20160226,1205,23580,38450,905740000
321,20160226,1210,23560,50250,1184530000
322,20160226,1215,23560,48250,1137360000
323,20160226,1220,23520,81850,1928680000
324,20160226,1225,23540,37200,875930000
325,20160226,1230,23540,33100,779500000
326,20160226,1235,23600,51750,1219660000
327,20160226,1240,23580,42300,997740000
328,20160226,1245,23580,60750,1432640000
329,20160226,1250,23560,59700,1406440000
330,20160226,1255,23560,50550,1191200000
